"","method","bias","mse","ATE","ci_cov","power","u","a","n","b","rho","psi","ax","bax","baz"
"5.1","IV",-1.20079503618497,1.44190871892646,0.098799204963815,96.8,46,0.9,0.1,3000,0,0.1,0.5,0.25,0,0
"5.2","Ideal",-0.0689028571811387,0.0047476037277244,0.0999310971428189,92.8,70.8,0.9,0.1,3000,0,0.1,0.5,0.25,0,0
"5.3","MIME",2.09511632108226,4.38951239886527,0.102095116321082,83.2,46.4,0.9,0.1,3000,0,0.1,0.5,0.25,0,0
"5.4","Naive",109.549864580902,12001.1728296939,0.209549864580902,33.2,99.6,0.9,0.1,3000,0,0.1,0.5,0.25,0,0
"5.5","PSC",56.8611993681231,3233.19599358144,0.156861199368123,26.4,91.2,0.9,0.1,3000,0,0.1,0.5,0.25,0,0
"5.6","SIMEX ind.",47.2151719967817,2229.27246668568,0.147215171996782,12.4,18,0.9,0.1,3000,0,0.1,0.5,0.25,0,0
"6.1","IV",3.18485520444308,10.1433026732682,0.103184855204443,94,75.6,0.1,0.1,3000,0,0.8,0.5,0.25,0,0
"6.2","Ideal",4.242819357543,18.0015161007416,0.104242819357543,94.4,68,0.1,0.1,3000,0,0.8,0.5,0.25,0,0
"6.3","MIME",3.25833769757669,10.6167645514494,0.103258337697577,93.6,47.2,0.1,0.1,3000,0,0.8,0.5,0.25,0,0
"6.4","Naive",7.2110543753482,51.9993052042284,0.107211054375348,94.8,70,0.1,0.1,3000,0,0.8,0.5,0.25,0,0
"6.5","PSC",2.75710876419808,7.60164873761787,0.102757108764198,26.8,95.6,0.1,0.1,3000,0,0.8,0.5,0.25,0,0
"6.6","SIMEX ind.",4.77582443492415,22.8084990332186,0.104775824434924,0.4,48.4,0.1,0.1,3000,0,0.8,0.5,0.25,0,0
"7.1","IV",0.541680596992336,0.293417869157974,0.100541680596992,94.8,74.4,0.25,0.1,3000,0,0.8,0.5,0.25,0,0
"7.2","Ideal",0.697060302335346,0.485893065091844,0.100697060302335,94,65.6,0.25,0.1,3000,0,0.8,0.5,0.25,0,0
"7.3","MIME",2.51421550635825,6.32127961241228,0.102514215506358,96.8,49.6,0.25,0.1,3000,0,0.8,0.5,0.25,0,0
"7.4","Naive",13.4561396305098,181.067693755777,0.11345613963051,93.6,74.8,0.25,0.1,3000,0,0.8,0.5,0.25,0,0
"7.5","PSC",0.26200025214428,0.0686441321236662,0.100262000252144,40,86.8,0.25,0.1,3000,0,0.8,0.5,0.25,0,0
"7.6","SIMEX ind.",1.97053624533554,3.88301309418108,0.101970536245336,0.8,53.6,0.25,0.1,3000,0,0.8,0.5,0.25,0,0
"8.1","IV",-3.9655443868876,15.7255422843758,0.0960344556131124,95.6,59.6,0.5,0.1,3000,0,0.8,0.5,0.25,0,0
"8.2","Ideal",-3.26293515060901,10.6467457970798,0.096737064849391,94,62.8,0.5,0.1,3000,0,0.8,0.5,0.25,0,0
"8.3","MIME",-2.2505763225798,5.06509378375683,0.0977494236774202,95.2,46,0.5,0.1,3000,0,0.8,0.5,0.25,0,0
"8.4","Naive",32.8904170559523,1081.77953411448,0.132890417055952,90.8,86,0.5,0.1,3000,0,0.8,0.5,0.25,0,0
"8.5","PSC",-7.73718140527434,59.863976098123,0.0922628185947257,34.4,78,0.5,0.1,3000,0,0.8,0.5,0.25,0,0
"8.6","SIMEX ind.",10.6203662077791,112.792178387336,0.110620366207779,1.6,44.4,0.5,0.1,3000,0,0.8,0.5,0.25,0,0
"9.1","IV",4.50268519609797,20.2741739751598,0.104502685196098,95.2,57.2,0.75,0.1,3000,0,0.8,0.5,0.25,0,0
"9.2","Ideal",5.19174258318487,26.9541910500552,0.105191742583185,94.4,66.8,0.75,0.1,3000,0,0.8,0.5,0.25,0,0
"9.3","MIME",3.50045607547884,12.2531927363567,0.103500456075479,97.2,47.6,0.75,0.1,3000,0,0.8,0.5,0.25,0,0
"9.4","Naive",61.4495385880582,3776.04579268525,0.161449538588058,75.2,92.4,0.75,0.1,3000,0,0.8,0.5,0.25,0,0
"9.5","PSC",-5.22746573314513,27.3263979912065,0.0947725342668549,32,72,0.75,0.1,3000,0,0.8,0.5,0.25,0,0
"9.6","SIMEX ind.",38.0306156967016,1446.3277302702,0.138030615696702,7.2,26,0.75,0.1,3000,0,0.8,0.5,0.25,0,0
"10.1","IV",1.13369009838384,1.28525323917356,0.101133690098384,96.4,47.2,0.9,0.1,3000,0,0.8,0.5,0.25,0,0
"10.2","Ideal",-0.129239415135979,0.0167028264246899,0.099870760584864,96,68.8,0.9,0.1,3000,0,0.8,0.5,0.25,0,0
"10.3","MIME",0.351354698756824,0.123450124338498,0.100351354698757,95.6,42.4,0.9,0.1,3000,0,0.8,0.5,0.25,0,0
"10.4","Naive",62.3079125040762,3882.27596061561,0.162307912504076,76.4,96,0.9,0.1,3000,0,0.8,0.5,0.25,0,0
"10.5","PSC",-14.6043646864144,213.287467893788,0.0853956353135856,35.6,75.2,0.9,0.1,3000,0,0.8,0.5,0.25,0,0
"10.6","SIMEX ind.",44.9473536328424,2020.26459859579,0.144947353632842,10,19.2,0.9,0.1,3000,0,0.8,0.5,0.25,0,0
"11.1","IV",-1.87830145593609,3.52801635937163,0.0981216985440639,94.8,56,0.1,0.1,3000,0,0.1,0.5,0.75,0,0
"11.2","Ideal",2.22333961729803,4.94323905384695,0.102223339617298,95.2,54.4,0.1,0.1,3000,0,0.1,0.5,0.75,0,0
"11.3","MIME",0.59123233267269,0.34955567119759,0.100591232332673,80,46,0.1,0.1,3000,0,0.1,0.5,0.75,0,0
"11.4","Naive",10.1932004561134,103.90133553851,0.110193200456113,95.6,60,0.1,0.1,3000,0,0.1,0.5,0.75,0,0
"11.5","PSC",-4.58796453560861,21.0494185800024,0.0954120354643914,29.2,91.2,0.1,0.1,3000,0,0.1,0.5,0.75,0,0
"11.6","SIMEX ind.",-0.0958143051518286,0.00918038107172772,0.0999041856948482,1.6,50,0.1,0.1,3000,0,0.1,0.5,0.75,0,0
"12.1","IV",-6.38728332950258,40.7973883313415,0.0936127166704974,95.6,50.8,0.25,0.1,3000,0,0.1,0.5,0.75,0,0
"12.2","Ideal",-4.72393883743172,22.3155981397958,0.0952760611625683,96.8,46,0.25,0.1,3000,0,0.1,0.5,0.75,0,0
"12.3","MIME",-1.29425391143539,1.67509318726582,0.0987057460885646,95.2,45.6,0.25,0.1,3000,0,0.1,0.5,0.75,0,0
"12.4","Naive",39.1174956487468,1530.17846582972,0.139117495648747,85.6,81.2,0.25,0.1,3000,0,0.1,0.5,0.75,0,0
"12.5","PSC",-19.9966898170934,399.867603641046,0.0800033101829066,37.2,79.2,0.25,0.1,3000,0,0.1,0.5,0.75,0,0
"12.6","SIMEX ind.",-8.5208312398666,72.6045650182865,0.0914791687601334,0,57.6,0.25,0.1,3000,0,0.1,0.5,0.75,0,0
"13.1","IV",-6.06821379273928,36.8232186343912,0.0939317862072607,94.8,43.6,0.5,0.1,3000,0,0.1,0.5,0.75,0,0
"13.2","Ideal",-7.27267194256122,52.8917571841171,0.0927273280574388,94,51.2,0.5,0.1,3000,0,0.1,0.5,0.75,0,0
"13.3","MIME",-9.03517497575777,81.6343868425594,0.0909648250242422,83.6,42.4,0.5,0.1,3000,0,0.1,0.5,0.75,0,0
"13.4","Naive",139.215536728536,19380.9656666145,0.239215536728536,21.2,99.6,0.5,0.1,3000,0,0.1,0.5,0.75,0,0
"13.5","PSC",-72.0048998497909,5184.70560237842,0.0279951001502091,34,71.6,0.5,0.1,3000,0,0.1,0.5,0.75,0,0
"13.6","SIMEX ind.",0.432288075095698,0.186872979869944,0.100432288075096,3.6,46,0.5,0.1,3000,0,0.1,0.5,0.75,0,0
"14.1","IV",-2.96578111379087,8.79585761491862,0.0970342188862091,94.4,37.6,0.75,0.1,3000,0,0.1,0.5,0.75,0,0
"14.2","Ideal",-1.73392539605243,3.00649727907557,0.0982660746039476,94,52.8,0.75,0.1,3000,0,0.1,0.5,0.75,0,0
"14.3","MIME",-2.45842764826214,6.04386650173973,0.0975415723517379,84.8,43.2,0.75,0.1,3000,0,0.1,0.5,0.75,0,0
"14.4","Naive",256.131368465912,65603.2779122208,0.356131368465912,0.4,100,0.75,0.1,3000,0,0.1,0.5,0.75,0,0
"14.5","PSC",-99.6706808951326,9934.24463009935,0.000329319104867378,24,69.6,0.75,0.1,3000,0,0.1,0.5,0.75,0,0
"14.6","SIMEX ind.",68.5617258730937,4700.71025469725,0.168561725873094,31.2,11.6,0.75,0.1,3000,0,0.1,0.5,0.75,0,0
"15.1","IV",2.36864497783782,5.61047903103634,0.102368644977838,94.4,38.8,0.9,0.1,3000,0,0.1,0.5,0.75,0,0
"15.2","Ideal",3.0220867229521,9.13300816104334,0.103022086722952,94.4,51.6,0.9,0.1,3000,0,0.1,0.5,0.75,0,0
"15.3","MIME",3.92041447294408,15.3696496396694,0.103920414472944,84.8,48.4,0.9,0.1,3000,0,0.1,0.5,0.75,0,0
"15.4","Naive",320.443307346553,102683.913223197,0.420443307346553,0,100,0.9,0.1,3000,0,0.1,0.5,0.75,0,0
"15.5","PSC",-88.9014371708974,7903.46553105101,0.0110985628291026,30.4,62.8,0.9,0.1,3000,0,0.1,0.5,0.75,0,0
"15.6","SIMEX ind.",129.552868418151,16783.9457153707,0.229552868418151,70,2,0.9,0.1,3000,0,0.1,0.5,0.75,0,0
"16.1","IV",0.376037284202875,0.141404039110674,0.100376037284203,96.8,67.6,0.1,0.1,3000,0,0.8,0.5,0.75,0,0
"16.2","Ideal",-0.83158315918942,0.691530550647457,0.0991684168408106,97.2,45.6,0.1,0.1,3000,0,0.8,0.5,0.75,0,0
"16.3","MIME",3.34659561667718,11.1997022215629,0.103346595616677,90.8,49.2,0.1,0.1,3000,0,0.8,0.5,0.75,0,0
"16.4","Naive",6.66284331934109,44.3934810980881,0.106662843319341,96.8,51.6,0.1,0.1,3000,0,0.8,0.5,0.75,0,0
"16.5","PSC",-3.83540028646005,14.7102953573778,0.09616459971354,32.8,90.8,0.1,0.1,3000,0,0.8,0.5,0.75,0,0
"16.6","SIMEX ind.",0.20466188731838,0.0418864881207212,0.100204661887318,4,54,0.1,0.1,3000,0,0.8,0.5,0.75,0,0
"17.1","IV",2.77648961264797,7.70889456914209,0.102776489612648,95.2,66,0.25,0.1,3000,0,0.8,0.5,0.75,0,0
"17.2","Ideal",1.47884741942768,2.18698968994791,0.101478847419428,95.2,43.6,0.25,0.1,3000,0,0.8,0.5,0.75,0,0
"17.3","MIME",3.45218444967229,11.9175774745592,0.103452184449672,89.6,48.8,0.25,0.1,3000,0,0.8,0.5,0.75,0,0
"17.4","Naive",40.6282263765029,1650.65277850036,0.140628226376503,88,73.6,0.25,0.1,3000,0,0.8,0.5,0.75,0,0
"17.5","PSC",-23.4547549906239,550.125531670198,0.0765452450093761,32.8,80.8,0.25,0.1,3000,0,0.8,0.5,0.75,0,0
"17.6","SIMEX ind.",0.432460285012528,0.187021898113117,0.100432460285013,4.4,52,0.25,0.1,3000,0,0.8,0.5,0.75,0,0
"18.1","IV",2.81382265180971,7.91759791583744,0.10281382265181,92,62,0.5,0.1,3000,0,0.8,0.5,0.75,0,0
"18.2","Ideal",3.27268282834816,10.7104528949649,0.103272682828348,93.2,46.8,0.5,0.1,3000,0,0.8,0.5,0.75,0,0
"18.3","MIME",7.45741920462121,55.6131011934533,0.107457419204621,90.4,47.6,0.5,0.1,3000,0,0.8,0.5,0.75,0,0
"18.4","Naive",111.738053918198,12485.3926934262,0.211738053918198,48.4,94.4,0.5,0.1,3000,0,0.8,0.5,0.75,0,0
"18.5","PSC",-49.9596854068204,2495.97016594846,0.0500403145931796,37.2,63.6,0.5,0.1,3000,0,0.8,0.5,0.75,0,0
"18.6","SIMEX ind.",34.6581249708443,1201.18562649466,0.134658124970844,14.8,32.8,0.5,0.1,3000,0,0.8,0.5,0.75,0,0
"19.1","IV",-0.430477770946274,0.185311111278873,0.0995695222290537,96.8,46.4,0.75,0.1,3000,0,0.8,0.5,0.75,0,0
"19.2","Ideal",1.02106785998321,1.04257957469069,0.101021067859983,97.2,42.4,0.75,0.1,3000,0,0.8,0.5,0.75,0,0
"19.3","MIME",2.55839592714528,6.54538972003357,0.102558395927145,88.8,48.4,0.75,0.1,3000,0,0.8,0.5,0.75,0,0
"19.4","Naive",163.56653812092,26754.0123928624,0.26356653812092,19.2,99.2,0.75,0.1,3000,0,0.8,0.5,0.75,0,0
"19.5","PSC",-84.8097896501764,7192.70042050717,0.0151902103498236,32.4,64.8,0.75,0.1,3000,0,0.8,0.5,0.75,0,0
"19.6","SIMEX ind.",90.503897550072,8190.95547175392,0.190503897550072,42.8,7.2,0.75,0.1,3000,0,0.8,0.5,0.75,0,0
"20.1","IV",-4.01409754594155,16.112979108334,0.0959859024540585,92.8,41.6,0.9,0.1,3000,0,0.8,0.5,0.75,0,0
"20.2","Ideal",2.89515964173553,8.3819493511342,0.102895159641736,92.8,46,0.9,0.1,3000,0,0.8,0.5,0.75,0,0
"20.3","MIME",1.43401907529248,2.05641070830269,0.101434019075292,82.4,47.6,0.9,0.1,3000,0,0.8,0.5,0.75,0,0
"20.4","Naive",176.765996780631,31246.21761785,0.276765996780631,16.8,99.2,0.9,0.1,3000,0,0.8,0.5,0.75,0,0
"20.5","PSC",-94.9652707398956,9018.40264670167,0.00503472926010441,28.8,69.2,0.9,0.1,3000,0,0.8,0.5,0.75,0,0
"20.6","SIMEX ind.",119.154902954812,14197.8908981708,0.219154902954812,58,4.8,0.9,0.1,3000,0,0.8,0.5,0.75,0,0
