"","method","bias","mse","ATE","ci_cov","power","u","a","n","b","rho","psi","ax","bax","baz"
"4.1","IV",-0.704859530119105,0.496826957199725,0.992951404698809,96.6666666666667,100,0.75,1,1500,0,0.25,0.5,0.25,0,0
"4.2","Ideal",-0.620017672166459,0.384421913798715,0.993799823278335,92,100,0.75,1,1500,0,0.25,0.5,0.25,0,0
"4.3","MIME",0.390374201155674,0.152392016927931,1.00390374201156,92.6666666666667,100,0.75,1,1500,0,0.25,0.5,0.25,0,0
"4.4","Naive",7.93224885016284,62.9205718209096,1.07932248850163,75.3333333333333,100,0.75,1,1500,0,0.25,0.5,0.25,0,0
"4.5","PSC",-5.98743303671074,35.8493543690953,0.940125669632893,36.6666666666667,96,0.75,1,1500,0,0.25,0.5,0.25,0,0
"4.6","SIMEX ind.",2.278772434562,5.19280380851963,1.02278772434562,0,0.666666666666667,0.75,1,1500,0,0.25,0.5,0.25,0,0
"5.1","IV",0.815422624193053,0.664914056045884,1.00815422624193,94.6666666666667,100,0.9,1,1500,0,0.25,0.5,0.25,0,0
"5.2","Ideal",0.804792910709681,0.64769162912856,1.0080479291071,96,100,0.9,1,1500,0,0.25,0.5,0.25,0,0
"5.3","MIME",-0.0611874635261961,0.00374390569276958,0.999388125364738,92.6666666666667,100,0.9,1,1500,0,0.25,0.5,0.25,0,0
"5.4","Naive",11.5395368884611,133.160911600154,1.11539536888461,56,100,0.9,1,1500,0,0.25,0.5,0.25,0,0
"5.5","PSC",-11.2115223052478,125.698232401069,0.887884776947522,33.3333333333333,92.6666666666667,0.9,1,1500,0,0.25,0.5,0.25,0,0
"5.6","SIMEX ind.",5.07184213424001,25.7235826346523,1.0507184213424,1.33333333333333,0.666666666666667,0.9,1,1500,0,0.25,0.5,0.25,0,0
"6.1","IV",0.340244284311031,0.115766173006325,1.00340244284311,95.3333333333333,100,0.1,1,3000,0,0.25,0.5,0.25,0,0
"6.2","Ideal",0.180063409611066,0.0324228314807624,1.00180063409611,95.3333333333333,100,0.1,1,3000,0,0.25,0.5,0.25,0,0
"6.3","MIME",0.488805930553998,0.23893123774476,1.00488805930554,88.6666666666667,100,0.1,1,3000,0,0.25,0.5,0.25,0,0
"6.4","Naive",0.477887931660989,0.228376875227218,1.00477887931661,95.3333333333333,100,0.1,1,3000,0,0.25,0.5,0.25,0,0
"6.5","PSC",-0.0136130071197518,0.000185313962842415,0.999863869928802,32,100,0.1,1,3000,0,0.25,0.5,0.25,0,0
"6.6","SIMEX ind.",0.276745044181248,0.0765878194788808,1.00276745044181,0,0.666666666666667,0.1,1,3000,0,0.25,0.5,0.25,0,0
"7.1","IV",-0.354653867402651,0.125779365663657,0.996453461325973,95.3333333333333,100,0.25,1,3000,0,0.25,0.5,0.25,0,0
"7.2","Ideal",-0.279251545928467,0.0779814259034387,0.997207484540715,91.3333333333333,100,0.25,1,3000,0,0.25,0.5,0.25,0,0
"7.3","MIME",-0.112577806040564,0.0126737624129069,0.998874221939594,98.6666666666667,100,0.25,1,3000,0,0.25,0.5,0.25,0,0
"7.4","Naive",1.14180550910948,1.30371982063275,1.01141805509109,93.3333333333333,100,0.25,1,3000,0,0.25,0.5,0.25,0,0
"7.5","PSC",-0.939195121767511,0.882087476751889,0.990608048782325,29.3333333333333,100,0.25,1,3000,0,0.25,0.5,0.25,0,0
"7.6","SIMEX ind.",-0.391154992950132,0.153002228509818,0.996088450070499,0,0.666666666666667,0.25,1,3000,0,0.25,0.5,0.25,0,0
"8.1","IV",-0.838897021859464,0.703748213284678,0.991611029781405,92.6666666666667,100,0.5,1,3000,0,0.25,0.5,0.25,0,0
"8.2","Ideal",-0.683552372476485,0.467243845918232,0.993164476275235,96,100,0.5,1,3000,0,0.25,0.5,0.25,0,0
"8.3","MIME",-0.585006163103627,0.342232210869227,0.994149938368964,98,100,0.5,1,3000,0,0.25,0.5,0.25,0,0
"8.4","Naive",4.11881804767337,16.9646621098399,1.04118818047673,84.6666666666667,100,0.5,1,3000,0,0.25,0.5,0.25,0,0
"8.5","PSC",-2.50463212489995,6.27318208108086,0.974953678751,36,100,0.5,1,3000,0,0.25,0.5,0.25,0,0
"8.6","SIMEX ind.",-0.162319214312176,0.0263475273349223,0.998376807856878,0,0.666666666666667,0.5,1,3000,0,0.25,0.5,0.25,0,0
"9.1","IV",0.271840413663679,0.0738972105008403,1.00271840413664,97.3333333333333,100,0.75,1,3000,0,0.25,0.5,0.25,0,0
"9.2","Ideal",0.217325505422059,0.0472303753069533,1.00217325505422,95.3333333333333,100,0.75,1,3000,0,0.25,0.5,0.25,0,0
"9.3","MIME",1.20837876656239,1.46017924347883,1.01208378766562,95.3333333333333,100,0.75,1,3000,0,0.25,0.5,0.25,0,0
"9.4","Naive",8.86737800868379,78.630392748889,1.08867378008684,48.6666666666667,100,0.75,1,3000,0,0.25,0.5,0.25,0,0
"9.5","PSC",-2.99835759834021,8.99014828752445,0.970016424016598,30.6666666666667,98.6666666666667,0.75,1,3000,0,0.25,0.5,0.25,0,0
"9.6","SIMEX ind.",3.08720290912657,9.53082180211959,1.03087202909127,1.33333333333333,0,0.75,1,3000,0,0.25,0.5,0.25,0,0
"10.1","IV",0.148964934443403,0.0221905516937273,1.00148964934443,97.3333333333333,100,0.9,1,3000,0,0.25,0.5,0.25,0,0
"10.2","Ideal",0.326747043308546,0.106763630310877,1.00326747043309,96.6666666666667,100,0.9,1,3000,0,0.25,0.5,0.25,0,0
"10.3","MIME",0.0388801476126601,0.00151166587838224,1.00038880147613,97.3333333333333,100,0.9,1,3000,0,0.25,0.5,0.25,0,0
"10.4","Naive",10.9790936521858,120.540497423467,1.10979093652186,35.3333333333333,100,0.9,1,3000,0,0.25,0.5,0.25,0,0
"10.5","PSC",-6.3261691571657,40.0204162050746,0.936738308428343,28.6666666666667,99.3333333333333,0.9,1,3000,0,0.25,0.5,0.25,0,0
"10.6","SIMEX ind.",4.65969849362858,21.7127900515244,1.04659698493629,2.66666666666667,1.33333333333333,0.9,1,3000,0,0.25,0.5,0.25,0,0
"11.1","IV",-0.0532317422349923,0.00283361838137266,0.99946768257765,95.3333333333333,100,0.1,1,4500,0,0.25,0.5,0.25,0,0
"11.2","Ideal",-0.0556169892596825,0.00309324949431164,0.999443830107403,96,100,0.1,1,4500,0,0.25,0.5,0.25,0,0
"11.3","MIME",-0.156168237426994,0.024388518381054,0.99843831762573,90,100,0.1,1,4500,0,0.25,0.5,0.25,0,0
"11.4","Naive",0.208924603725505,0.0436494900418595,1.00208924603726,95.3333333333333,100,0.1,1,4500,0,0.25,0.5,0.25,0,0
"11.5","PSC",-0.239817835652236,0.057512594296923,0.997601821643478,44.6666666666667,100,0.1,1,4500,0,0.25,0.5,0.25,0,0
"11.6","SIMEX ind.",-0.1332518756916,0.0177560623753297,0.998667481243084,0,2.66666666666667,0.1,1,4500,0,0.25,0.5,0.25,0,0
"12.1","IV",-0.314995414929026,0.0992221114263093,0.99685004585071,96,100,0.25,1,4500,0,0.25,0.5,0.25,0,0
"12.2","Ideal",-0.316159310246539,0.0999567094555671,0.996838406897535,98,100,0.25,1,4500,0,0.25,0.5,0.25,0,0
"12.3","MIME",-0.619147281305851,0.383343355948427,0.993808527186941,100,100,0.25,1,4500,0,0.25,0.5,0.25,0,0
"12.4","Naive",1.21778583957565,1.48300235107097,1.01217785839576,94,100,0.25,1,4500,0,0.25,0.5,0.25,0,0
"12.5","PSC",-1.22443802638472,1.49924848045691,0.987755619736153,32.6666666666667,100,0.25,1,4500,0,0.25,0.5,0.25,0,0
"12.6","SIMEX ind.",-0.365534776580056,0.133615672889432,0.996344652234199,0,4.66666666666667,0.25,1,4500,0,0.25,0.5,0.25,0,0
"13.1","IV",-0.029705176601837,0.000882397516946326,0.999702948233982,95.3333333333333,100,0.5,1,4500,0,0.25,0.5,0.25,0,0
"13.2","Ideal",-0.0800097224677684,0.00640155568936933,0.999199902775322,94.6666666666667,100,0.5,1,4500,0,0.25,0.5,0.25,0,0
"13.3","MIME",-0.559882101942295,0.313467968075323,0.994401178980577,97.3333333333333,100,0.5,1,4500,0,0.25,0.5,0.25,0,0
"13.4","Naive",4.92364373910988,24.242267669676,1.0492364373911,73.3333333333333,100,0.5,1,4500,0,0.25,0.5,0.25,0,0
"13.5","PSC",-2.87027662455943,8.2384879014923,0.971297233754406,34.6666666666667,100,0.5,1,4500,0,0.25,0.5,0.25,0,0
"13.6","SIMEX ind.",0.443019790801297,0.196266535041625,1.00443019790801,0,0,0.5,1,4500,0,0.25,0.5,0.25,0,0
"14.1","IV",0.354352406097236,0.1255656277069,1.00354352406097,94,100,0.75,1,4500,0,0.25,0.5,0.25,0,0
"14.2","Ideal",0.380206619375787,0.144557073417164,1.00380206619376,94.6666666666667,100,0.75,1,4500,0,0.25,0.5,0.25,0,0
"14.3","MIME",0.641936964945138,0.412083066962975,1.00641936964945,98,100,0.75,1,4500,0,0.25,0.5,0.25,0,0
"14.4","Naive",9.05124227579414,81.9249867351231,1.09051242275794,36.6666666666667,100,0.75,1,4500,0,0.25,0.5,0.25,0,0
"14.5","PSC",-2.38727930922236,5.69910250024118,0.976127206907776,32.6666666666667,100,0.75,1,4500,0,0.25,0.5,0.25,0,0
"14.6","SIMEX ind.",2.98911354472983,8.93479978328733,1.0298911354473,3.33333333333333,0,0.75,1,4500,0,0.25,0.5,0.25,0,0
"15.1","IV",0.397936733577998,0.158353643930726,1.00397936733578,96,100,0.9,1,4500,0,0.25,0.5,0.25,0,0
"15.2","Ideal",0.363738946586945,0.132306021264181,1.00363738946587,94.6666666666667,100,0.9,1,4500,0,0.25,0.5,0.25,0,0
"15.3","MIME",0.0986394383575324,0.00972973879948944,1.00098639438358,92.6666666666667,100,0.9,1,4500,0,0.25,0.5,0.25,0,0
"15.4","Naive",11.3025058589075,127.746638690638,1.11302505858907,15.3333333333333,100,0.9,1,4500,0,0.25,0.5,0.25,0,0
"15.5","PSC",-4.21636007391575,17.7776922729108,0.957836399260843,36,100,0.9,1,4500,0,0.25,0.5,0.25,0,0
"15.6","SIMEX ind.",5.11503006311776,26.1635325465985,1.05115030063118,6.66666666666667,0,0.9,1,4500,0,0.25,0.5,0.25,0,0
