"","method","bias","mse","ATE","ci_cov","power","u","a","n","b","rho","psi","ax","bax","baz"
"33.5","PSC",-12.9797629009563,168.474244965041,0.0870202370990437,35.2,99.2,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"33.6","SIMEX dir.",-13.4327726063336,180.439379893467,0.0865672273936664,86.4,99.6,0.5,0.1,3000,1,0.1,0.5,0.75,0,0
"34.1","IV",2.24238739390926,5.02830122436318,0.102242387393909,94.8,98.8,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"34.2","Ideal",1.84165391755054,3.39168915202925,0.101841653917551,93.2,99.6,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"34.3","MIME",0.367613411756716,0.135139620503413,0.100367613411757,84,99.2,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"34.4","Naive",49.5417713547322,2454.38710896456,0.149541771354732,26.4,100,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"34.5","PSC",-16.897199816089,285.515361624837,0.083102800183911,30.4,94.8,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"34.6","SIMEX dir.",14.2800979178225,203.9211965426,0.114280097917823,84.4,100,0.75,0.1,3000,1,0.1,0.5,0.75,0,0
"35.1","IV",1.74081153419906,3.03042479760049,0.101740811534199,92,98.8,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"35.2","Ideal",-0.607914889922452,0.369560513389426,0.0993920851100775,90.8,100,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"35.3","MIME",-1.39088922266129,1.93457282971534,0.0986091107773387,80.4,99.2,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"35.4","Naive",58.7178777478857,3447.78916721565,0.158717877747886,17.6,100,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"35.5","PSC",-14.5706076020589,212.302605893177,0.0854293923979411,32.4,88.4,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"35.6","SIMEX dir.",28.3741737246934,805.093734559082,0.128374173724693,62.8,100,0.9,0.1,3000,1,0.1,0.5,0.75,0,0
"36.1","IV",5.71706824497823,32.6848693177384,0.105717068244978,94.8,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"36.2","Ideal",0.91405952998558,0.835504824357459,0.100914059529986,96,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"36.3","MIME",-0.467271878103086,0.218343008065985,0.0995327281218969,89.6,99.6,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"36.4","Naive",2.19053714677603,4.79845299140567,0.102190537146776,95.2,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"36.5","PSC",0.263729853195254,0.0695534354663901,0.100263729853195,34.8,100,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"36.6","SIMEX dir.",-11.1549437666711,124.432770437594,0.0888450562333289,89.2,99.6,0.1,0.1,3000,1,0.8,0.5,0.75,0,0
"37.1","IV",4.01419334679062,16.1137482254181,0.104014193346791,92.8,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"37.2","Ideal",-1.20084739697739,1.44203447082739,0.0987991526030226,94.8,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"37.3","MIME",-1.39328320345499,1.94123808502979,0.098606716796545,88.4,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"37.4","Naive",5.92032957077357,35.050302226576,0.105920329570774,92,100,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"37.5","PSC",-3.80093205292314,14.4470844709385,0.0961990679470769,30.4,99.6,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"37.6","SIMEX dir.",-14.7491990062512,217.538871326002,0.0852508009937488,81.2,98.4,0.25,0.1,3000,1,0.8,0.5,0.75,0,0
"38.1","IV",4.14935725330033,17.2171656155161,0.1041493572533,93.2,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"38.2","Ideal",-0.276161363186383,0.0762650985169614,0.0997238386368136,94.8,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"38.3","MIME",-0.811889301231583,0.659164237454307,0.0991881106987684,91.6,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"38.4","Naive",19.2998032876851,372.482406943342,0.119299803287685,84.8,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"38.5","PSC",-8.42744993056913,71.0219123322496,0.0915725500694309,35.2,96,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"38.6","SIMEX dir.",2.72503990737552,7.42584249678916,0.102725039907376,91.2,100,0.5,0.1,3000,1,0.8,0.5,0.75,0,0
"39.1","IV",4.78941640037004,22.9385094561335,0.10478941640037,91.6,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"39.2","Ideal",-0.120617225862764,0.0145485151748291,0.0998793827741372,95.6,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"39.3","MIME",-0.0966935339467842,0.00934963950711792,0.0999033064660532,88.4,99.6,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"39.4","Naive",29.4810066343093,869.129752172189,0.129481006634309,70.8,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"39.5","PSC",-12.4152762784272,154.139085069677,0.0875847237215728,33.2,94.8,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"39.6","SIMEX dir.",18.7989654707928,353.401102772061,0.118798965470793,76.4,100,0.75,0.1,3000,1,0.8,0.5,0.75,0,0
"40.1","IV",6.52405916997644,42.5633480533536,0.106524059169976,94,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"40.2","Ideal",2.42431787328997,5.87731715075319,0.10242431787329,96.4,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"40.3","MIME",0.876524829814675,0.768295777281645,0.100876524829815,90.8,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"40.4","Naive",36.178930947581,1308.91504450984,0.136178930947581,58.8,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"40.5","PSC",-14.7753229047448,218.310166939476,0.0852246770952552,33.6,86.8,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
"40.6","SIMEX dir.",27.5608475639335,759.600318442377,0.127560847563933,68.4,100,0.9,0.1,3000,1,0.8,0.5,0.75,0,0
